This story is from March 10, 2002  	0	0	0	0	0
lucknow:	0	0	0	0	0
holding a state-level meeting on saturday, aibmac convenor jafrayab jilani said that the proposed aEUR~bhoomi	0	0	0	0	0
(tm), even if it was symbolic, would be in violation of the supreme court status quo order.	0	0	0	0	0
aEURoewe demand a ban on the vhp programme as it is in clear violation of the supreme court order,aEUR	0	0	0	0	0
he said.	0	0	0	0	0
about 60 members from aibmac district units, including mathura and varanasi, participated in the lucknow meeting.	0	0	0	0	0
the vhp-sponsored aEUR~bhoomi	0	0	0	0	0
pujanaEUR	0	0	0	0	0
the aibmac will hold statewide demonstration if the vajpayee government gave permission for the march 15 programme and transferred acquired land to begin the temple construction.	0	0	0	0	0
aEURoeif permission was granted then we will be left with no alternative than to move the supreme court seeking a ban on their programmes,aEUR warned jilani charging the central government with not fulfilling its constitutional duties.	0	0	0	0	0
the aibmac is awaiting the outcome of the all-india muslim personal law board meeting in delhi tomorrow before initiating any legal proceedings.	0	0	0	0	0
it will meet again on march 14 to decide their future course of action on both the contentious issues.	0	0	0	0	0
This story is from March 10, 2002  new delhi: the bjp-led central government has begun exploring the possibility of permitting aEUR~bhoomi	0	0	0	0	0
the shankaracharya has already conveyed this to the all-india muslim personal law board, and said that the question of handing over the so-called undisputed land will be dealt with after march 15, but their response is forthcoming.	0	0	0	0	0
government sources said besides ensuring the security situation in ayodhya was conducive, muslim approval was essential to aEUR~aEUR~sellaEUR(tm)aEUR(tm) the aEUR~pujaaEUR(tm) to the bjpaEUR(tm)s allies and the opposition.	0	0	0	0	0
meanwhile, vhp cadres have not taken kindly to ashok singhalaEUR(tm)s promise in his capacity as managing trustee of the ramjanmabhomi nyas that the court verdict in the ayodhya case would be obeyed.	0	0	0	0	0
and so on friday, vhpaEUR(tm)s international president vh dalmia took two steps back: he said the vhp would obey the court verdict, but if it went against the rjn, the aEUR~dharmacharyasaEUR(tm) would decide the next step.	0	0	0	0	0
asked if he was not contradicting singhalaEUR(tm)s statement on thursday that if the verdict went in favour of the muslims, the garbha griha (sanctum sanctorum)	0	0	0	0	0
location would be changed, he evaded a direct reply, only repeating that he was certain the verdict would be favourable to the rjn.	0	0	0	0	0
much spadework behind the scenes is understood to have been done by spiritual leader sri sri ravi shankar.	0	0	0	0	0
the guru reportedly held extensive discussions with vhp leader ashok singhal and persuaded him to give the clearest possible written commitment that his organisation will abide by the court verdict.	0	0	0	0	0
sri sri ravi shankar is also said to be holding parleys with a cross section of muslim leaders to find a durable settlement to the ayodhya crisis.	0	0	0	0	0
while dalmia began the aEUR~aEUR~damage controlaEUR(tm)aEUR(tm) process, vhp joint general secretary onkar bhave said the aEUR~bhoomi	0	0	0	0	0
(tm) would be incomplete without shifting building materials, carved pillars and at least 2,000 karsewaks.	0	0	0	0	0
aEUR~aEUR~we are still bargaining with the government on this,aEUR(tm)aEUR(tm) he said and added that the vhp still wanted an assurance on the handing over of the acquired land before march 15.	0	0	0	0	0
simultaneously, 14 bjp mps from up held out a veiled threat of confrontation with the government.	0	0	0	0	0
in a letter to the pm on thursday, they said the aEUR~aEUR~anger among people is increasing, and soon it would be manifested against governmentaEUR(tm)s hitler-like tactics on streets.aEUR minister hints at lifting of curbs.	0	0	0	0	0
This story is from March 12, 2002  	0	0	0	0	0
the house was adjourned on february 28 till march 4 after paying homage to the people killed in sabarmati train attack and the sitting was later postponed due to the violence in the state in the aftermath of the godhra killings.	0	0	0	0	0
This story is from March 1, 2002  	0	0	0	0	0
lucknow: the vishwa hindu parishad (vhp) on thursday gave a call for a countrywide bandh on march 1 in wake of the ghastly torching of ram sevaks in godhra (gujarat).	0	0	0	0	0
the organization said it would abide by the courtaEUR(tm)s decision on the ayodhya issue, while simultaneously maintaining that transportation of the carved pillars to the disputed site would begin on march 15.	0	0	0	0	0
it has also announced the holding of aEUR~shraddhanjali sabhasaEUR(tm) from february 28 to march 3 at all district headquarters of the vhp.	0	0	0	0	0
addressing a press conference, the vhp kshetriya sangathan mantri and	0	0	0	0	0
(tm)s directives on the controversial ayodhya issue and in the same breath said that one lakh ram sevaks would begin the task of transporting pillars from march 15, the deadline set by the vhp for temple construction.	0	0	0	0	0
he added that the ruling of the court should come soon and expressed confidence that it would be in favour of the vhp.	0	0	0	0	0
however, singh tied himself in knots when he said that muslims were responsible for setting fire to three bogies of the sabarmati express which resulted in the death of 14 children, 16 women and 27 men, but could not explain what enabled him to come to the conclusion.	0	0	0	0	0
by way of explanation he said the incident was part of a pre-conceived conspiracy as the incident took place after the train had passed through a muslim-dominated area.	0	0	0	0	0
the vhp leader slammed prime minister atal behari vajpayee and union home minister lk advani for asking the vhp to take the aEUR~andolanaEUR(tm) back and for placing obstacles in the movement of the ram sevaks, but maintained a studied silence when queried if the stand of the two leaders on vhpaEUR	0	0	0	0	0
he remarked that the present atmosphere in the temple town was reminiscent of the times of mulayam singh yadav.	0	0	0	0	0
surat: the overall situation in the curfew-bound nine police station areas in the city and other parts of the district was well under control during tuesday night, police said here on wednesday.	0	0	1	0	0
earlier, over 50 persons were arrested following vigorous combing operation, carried out on tuesday during the curfew relaxation period in most sensitive athwa and limbayat police station areas, police said adding, the search yielded recovery of large number of lethal weapons and stones from some places.	0	1	1	0	0
these persons were arrested for possessing illegal lethal weapons under arms act, police added.	0	1	1	0	0
police had fired ten rounds in the air to scare away the unruly mob, allegedly pelting stones last night in limbayat area and also lobbed five tear gas shells to control the situation.	0	0	1	0	1
however, due to marked improvement in this sensitive city, the curfew was relaxed for the day from 7.00 am this morning to 8.00 pm, the sources added.	0	0	0	0	0
related storiesA narendra modi visits riot-hit areas	0	0	0	0	0
police reports name vhp, bjp leadersA ''	0	0	1	0	0
farA A A	0	0	0	0	0
full coverage    	0	0	0	0	0
Facebook Twitter Linkedin Mail	0	0	0	0	0
This story is from March 8, 2002  lucknow: even though the vhp has given in writing to maintain status quo at the disputed land in ayodhya, no one is ready to take the vhp undertaking seriously.	0	0	0	0	0
there are several instances in the past, including demolition of babri mosque on december 6, 1992, when the vhp did a volte-face.	0	0	0	0	0
contradicting statements emanating from the vhp camp are only adding to the confusion.	0	0	0	0	0
aEURoewhy should we take talks	0	0	0	0	0
seriously then?aEUR quipped the vhp leader.	0	0	0	0	0
in fact, through the undertaking, the vhp seems to have laid a trap for the prime minister so that vajpayee is forced to get clearance from nda allies for handing over the 43-acre undisputed land to the ram janambhoomi nyas (rjn) by june 2, the last day of 100-day ongoing aEUR~purna	0	0	0	0	0
and vhp undertaking is not for a song.	0	0	0	0	0
"the barter is that the pmo would expedite the ayodya court cases and agree to accept their three main demands viz aEUR"" symbolic aEUR~shila"	0	0	0	0	0
(tm) at the undisputed land on march 15; handing over of 43-acres of undisputed land by june 2 and withdrawal of forces/lifting of ban on entry of ramsevaks in temple town.	0	0	0	0	0
aEURoethe prime minister had gone back from his words once.	0	0	0	0	0
we want to put everything in black and white this time so that the entire nation comes to know who backtracks,aEUR disclosed the senior vhp functionary pointing to pmaEUR(tm)s lies on so-called earlier talks.	0	0	0	0	0
the delhi declaration is yet to be signed and made official.	0	0	0	0	0
but vhp is not relying on what went on in delhi in the last three days.	0	0	0	0	0
pujanaEUR	0	0	0	0	0
the veiled vhp threat is a serious concern for all.	0	0	0	0	0
how could they be trusted?aEUR	0	0	0	0	0
 points jafrayab jeelani, convener all-india babri masjid action committee.	0	0	0	0	0
aEURoemembers of the the mandir nirman samiti would perform the aEUR~pujanaEUR(tm) to purify the land.	0	0	0	0	0
aEUR~shila	0	0	0	0	0
pujanaEUR	0	0	0	0	0
"the vhp has cleverly turned the table on the prime minister aEUR"" a 1990-like confrontation or a peaceful symbolic aEUR~shila"	0	0	0	0	0
pujanaEUR	0	0	0	0	0
and either way, the vhp seems to have scored over others during delhi negotiations, turning its face-saver into a victory even after a climb down.	0	0	0	0	0
army continued to patrol sensitive areas, though no major untoward incident was reported from riot-affected districts of panchmahal, surat, baroda, ahmedabad, sabarkantha, mehsana, banaskantha and kheda in the last 24 hours, police said.	0	0	1	0	0
two persons were stabbed in ahmedabad on thursday one of whom later succumbed to injuries, showing that the violence which entered its second week was still far from over.	0	0	0	0	0
the stabbings took place on relief road, one of the busiest market places of the city.	0	0	0	0	0
figures available at the police control room in the state capital state that 820 persons with serious injuries were still admitted to various hospitals, many of them in a critical condition.	0	0	0	0	0
almost 157 of the deaths have taken place in stabbings and the rest have succumbed to burn injuries and gun- shots.	0	0	0	0	0
ten bodies were recovered from a village well at ajanwaga in godhra district on wednesday.	0	0	0	0	0
the victims were reportedly taking shelter in a primary school when they were surrounded by a mob and thrown into the well.	0	0	0	0	0
the security forces have fired 5,176 rounds of ammunition on mobs as well as 7,276 teargas shells.	1	0	1	0	1
as many as 2,459 houses, 2,082 shops, 1,084 cabins and 448 vehicles, including 12 buses, have been set on fire.	0	0	0	0	0
"additional chief secretary ashok narain said: ""the toll is going to be higher because more bodies are being found."" at the same time, the situation is largely quiet in gujarat over the last two days, but for stray incidents of violence in ahmedabad and other parts of central gujarat."	0	0	0	0	0
a spokesman for the army''s corps of electrical and mechanical engineers (eme), which is deployed in vadodara, said one column of the army was sent to chota udepur on thursday evening to control the situation on the request of the state government.	0	0	1	0	0
the sudden spurt in the death toll from 544 to 607 between wednesday and thursday is the result of many more bodies having been found in godhra and the count being revised in ahmedabad.	0	0	0	0	0
official figures suggest that in ahmedabad, as many as 28 more deaths have been added to the tally during the 24 hours, taking the total death toll in the communal flare- up in the city alone from 243 to 271.	0	0	0	0	0
this excludes the 58 dead in the train burning incident.	0	0	0	0	0
in sabarkantha, the figure of those dead has gone up from 30 to 34.	0	0	0	0	0
well-placed sources said bodies in isolated rural areas still remain to be searched.	0	0	0	0	0
related storiesA gujarat gradually returns to normalcyA choice of judge for probe	0	0	0	0	0
opposedA gujarat congress wants modi booked under poto    	0	0	0	0	0
This story is from March 7, 2002  	0	0	0	0	0
kolkata: the first casualty of the left frontaEUR(tm)s protest is invariably the people of kolkata.	0	0	0	0	0
the leftists, protesting the ayodhya crisis and gruesome events of gujarat, organised two rallies, on wednesday, bringing traffic to a halt and inviting snide remarks from the bjp.	0	0	0	0	0
left front chairman biman bose read out a resolution before front supporters at the shahid minar maidan, after which the two rallies wound their ways through the streets, one to the north and the other to the south, throwing the afternoon traffic completely out of gear.	0	0	0	0	0
