EPL Muscles in on El Naya Drug Corridor in West Colombia. The killing of four people in Jamundi, Valle del Cauca, may have been the EPL's way of announcing its entrance to one of Colombia's strategic drug corridors: El Naya. The guerrilla group has increased its presence there recently, creating a possible ticking time bomb for western Colombia. The four people killed -- all family members -- had their bodies thrown from a truck in Villacolombia, a town in the southern part of the Valle Del Cauca municipality, El Tiempo reported. Though the motives behind the killings remain unclear, authorities are investigating whether the murders were related to score-settling or extortion payments. Though the Popular Liberation Army (Ejercito Popular de Liberacion - EPL) has long had a presence in the northeastern department of Norte de Santander, along the Venezuela border, a small group of guerrilla fighters appears to have moved into the western part of the country. Since 2017, soldiers in the region have even battled this group of fighters under the EPL banner. The group appears to have 100 men in the sector as they fight for control over the Naya corridor, a route between the departments of Valle del Cauca and Cauca. The latter is one of the major coca-producing regions and is linked by river to the southern Pacific port of Buenaventura, from which shipments of cocaine leave the country for Central America. Besides the small EPL force, other groups are also present in this region: the National Liberation Army (Ejercito de Liberacion Nacional - ELN), dissident members of the Revolutionary Armed Forces of Colombia (Fuerzas Armadas Revolucionarias de Colombia - FARC) members of Mexico's cartels. They are all fighting to control this key criminal enclave between Naya and Jamundi, where thousands of kilograms of cocaine leave each month. Such a fierce territorial dispute has left the civilian population caught in the crossfire. According to reports from the Army, the EPL's interest in controlling the drug market in this region is so strong that they are offering $750 (2.5 million pesos) to $950 (3 million pesos) to former FARC members willing to guard coca cultivations and fight the EPL's principal rivals, the ELN and FARC dissidents. Those two groups, it is believed, have already reached an agreement to take on the EPL forces together. The EPL is strengthening its presence in the Naya corridor for two reasons. The first is that the EPL is fighting the ELN in Norte de Santander where, according to sources, they are likely to be decimated by the larger guerrilla group, because the ELN is stronger and also controls the Venezuelan border region. The EPL appears to be moving into Naya as a way to sustain itself economically. The second is the cost of trafficking drugs along the Venezuelan border, where the EPL must protect the product and transport it by land. Whereas in Naya, the EPL would only need to bring the drug shipments to the ocean port. There, the buyer would be in charge of transport, lessening the costs to the group significantly. The presence of the Mexican cartels could also play an important role, since Colombian groups are often subcontracted by the cartels to send drugs. The EPL would not only be advancing its own interests but also would become yet another player in the cartels' war in Colombia. In any case, the Naya corridor and western part of the country appear ready to explode in a battle for the control of the cocaine market. 	1	0	0	1	0	0	1
"Campaign Group Warns of Dangers for Colombia Elections. International Crisis Group has warned that illegal armed groups in Colombia will try to expand their power in upcoming local government elections, and released a list of recommendations for bodies involved in the elections. The campaign group warned that the high number of murders of candidates in the run-up to the October 2011 local elections is a sign that the ""decade-old trend of decreasing electoral violence could be reversed."" International Crisis Group (ICG) called on political parties to rigorously screen candidates and discard any with suspected links to illegal groups, such as the paramilitaries. It said that both parties and candidates should public their records of campaign donations. Among the recommendations ICG made to the government were to release funds so that a planned biometric voter identification system can be used in the upcoming elections. The report highlights the difference in approach between guerrilla groups, which tend to sabotage elections, and paramilitary groups, which focus on infiltrating government to gain access to resources. "	0	0	1	0	0	0	0
"InSight: Report Tracks How Intra-Cartel Wars Exploded in Mexico. Perhaps the most startling thing about the latest Trans-Border Institute's (TBI) report on violence in Mexico is not just that it is backed up by Mexican government statistics, but that these numbers are worse than what the TBI published in its previous reports using data compiled by Mexican media outlets. Released on Tuesday, 'Drug Violence in Mexico: Data and Analysis Through 2010' follows the TBI's first report on violence, which came out last year around this time and has since been widely distributed and cited. In the new report, TBI Director David Shirk and co-author Viridiana Rios of Harvard University take a look at Mexico's exploding violence, using data on drug-related homicides recently made available by the government in January 2011. Before, tracking the rise of drug violence in Mexico meant relying on media estimates or conflicting definitions over what exactly is a ""drug-related"" murder. While the report's conclusions do not contradict the general consensus among crime analysts - namely, the violence will likely continue to get worse - with the inclusion of government data, the Institute is able to give a more complete picture of the nature of Mexico's drug war. {japopup type=""image"" content=""/images/killings.jpg"" title=""Mexico Homicides""} {/japopup} Rios and Shirk identify a number of factors that have increased drug related violence in Mexico but acknowledge that the most important is inter-cartel competition. Government intervention, particularly pronounced and successful against the Familia Michoacana , has served to destabilize the balance of power among cartels. Data also shows that generally speaking, violence has increased in proportion to the use of federal troops and police. Ciudad Juarez is a case in point: Mexican government troops and federal police have proven unable to quell the violence here despite a large presence. Juarez, a critical transit point for drugs entering the U.S. Midwest and East Coast markets, is ground zero in a turf war between the Carillo Fuentes Organization (CFO) a.k.a., the Juarez Cartel , and the Sinaloa Cartel , led by Joaquin Guzman Loera , alias 'El Chapo.' The violence there is the worst in the country, and has been characterized by the utilization of street gangs like Barrio Azteca, car-bombings against police forces, and scorched-earth policies designed to remove residents of surrounding rural towns from their strategically valuable smuggling corridors. Drastic jumps in homicides in Nuevo Leon, Tamaulipas, and San Luis Potosi are best explained by the turf war following the split between the Gulf Cartel and their former armed wing the Zetas. The Gulf Cartel has entered an alliance with Sinaloa and the Familia Michoacana, while the Zetas and the Beltran Leyva Organization (BLO) have allied against their former masters with violent tactics including narco-blockades. Of note, Nuevo Leon, home state to Monterrey (considered the industrial/entrepreneurial hub of northern Mexico), has witnessed a nearly six-fold increase in drug-related homicides, from 112 in 2009 to 604 in 2010. While it is nowhere near the most violent state, the psychological impact upon the city and the nation cannot be underestimated. Baja California, home to one of the most lucrative U.S. points of entry (POE), appears to have cooled, depending on what numbers are analyzed; if Mexican government numbers are used, drug-related homicides increased by 11.6 percent, from 484 in 2009 to 540 in 2010. On the other hand, when the Mexican newspaper Reforma's count is used, homicides dropped from 320 in 2009 to 315 in 2010. Both sets of data show a clear drop after a spike in 2008 when a faction led by Eduardo Garcia Simental, alias 'El Teo,' split from the remnants of the Tijuana Cartel led by Fernando Sanchez Arellano , alias 'El Ingeniero.' Anecdotal evidence strongly suggests that Baja California citizens feel safer despite the recent increase, suggesting that what might be most important is not the year-to-year change but the memory of how bad things can get. An 11.6 percent increase is mild compared to the 292 percent increase they experienced from 2007-08. Following the arrests of Garcia and his top leadership in early 2010, Fernando Sanchez Arellano appears to have negotiated a truce with the Sinaloa Cartel's Ismael Zambada Garcia , alias 'El Mayo,' to the benefit of both illicit networks and the safety of Baja California citizens. How long this agreement lasts probably depends on the abilities of both groups to consolidate their power bases throughout Baja and the creation of any power imbalances during this process. The Sinaloa Cartel appears to have learned an operational lesson from its bloody split with the BLO and is annexing the Teo cells in Baja to prevent them from attaining an independent power base. The state of Sinaloa, meanwhile, is racked with drug violence, due to the battle between the Sinaloa Cartel and the Beltran Leyva Organization and the weakening of Familia Michoacana, as Shirk and Rios describe. The Pacific coastline of Sinaloa and Guerrero represent excellent climate for marijuana/poppy cultivation, wide-open coastline for maritime drug shipments from the Andes and valuable territory worth fighting for. Overall rates of violence appear poised to continue their upward trend into 2011, barring a dramatic change, for example, an electoral victory of the Institutional Revolutionary Party (Partido Revolucionario Institucional - PRI) combined with a negotiated peace agreement between the Mexican government and cartels. But even if the PRI wins, a pact appears incredibly unlikely. Recent polls indicate that 49 percent of Mexican citizens believe the current strategy is a failure. While they may say that for the polls and local elections, when the push comes to the shove of national elections and the control of the military and federal police forces, Mexican citizens are likely to support candidates that will ""stay the course,"" unless a viable alternative is proposed. *Jones is a PhD candidate at the University of California Irvine. He's currently doing field work in Tijuana, Mexico. "	1	0	0	1	0	0	0
"Colombia Cocaine Production Breaks New Record Levels: UNODC Report. Cocaine production in Colombia broke new records in 2017, ushering in a new era of criminal violence among the many armed actors vying to control the lucrative industry as criminal dynamics continue to take shape after the departure of the FARC rebels. Annual cocaine production in Colombia jumped 31 percent from a previous record of 1,053 metric tons in 2016 to 1,379 in 2017 and the number of hectares under coca cultivation rose 17 percent from 146,000 hectares in 2016 to 171,000 in 2017, according to illicit crop monitoring data published September 19 by the United Nations Office on Drugs and Crime (UNODC). Estimates released by the US White House Office of National Drug Control Policy (ONDCP) in June of this year, however, put the number of cocaine produced at 921 metric tons and the total number of hectares under coca cultivation at 209,000 in 2017. Colombia continues to be the world's principal producer of cocaine with the Pacific region accounting for nearly 40 percent of the country's coca crops, followed by the Central region with a little more than 30 percent, according to the UNODC. The number of hectares under coca cultivation in the country has steadily increased each year since 2013. The continued increase in the amount of coca being planted in Colombia can, in part, be explained by the government's struggle to meet an ambitious eradication goal that includes a coca crop substitution program threatened by criminal violence and a lack of viable alternatives for coca growers, in addition to other logistical and political obstacles. This continued uptick in cocaine production has caused increased criminal violence. In general, the ex-FARC mafia -- networks of former fighters from the largely demobilized Revolutionary Armed Forces of Colombia (Fuerzas Armadas Revolucionarias de Colombia - FARC) -- and the National Liberation Army (Ejercito de Liberacion Nacional - ELN) are the principal armed actors influencing Colombia's cocaine trade. A number of other smaller groups are also fighting for control. In response, the Colombian government has increased the presence of security forces in key drug trafficking corridors throughout the country, which has had a balloon effect and displaced criminal actors and their drug trafficking activities to key border regions in Ecuador and Venezuela. Below, InSight Crime looks at criminal dynamics in four key areas affected by skyrocketing cocaine production in the Andean nation. (Shifts in coca cultivation between 2016 and 2017 in Colombia c/o UNODC report) Narino Department The southwest department of Narino along Colombia's Pacific coast remains the country's main coca-producing area with 45,735 hectares under coca cultivation in 2017, according to the UNODC. This is also where security forces have concentrated many of their resources, forcing criminal groups to innovate and venture across the border into Ecuador. At the heart of this dynamic is the ex-FARC mafia network known as the Oliver Sinisterra front, led by Ecuadorean national Walter Arizala Vernaza, alias ""Guacho."" His network has utilized innovative strategies like subterranean drug labs near the Colombia-Ecuador border in an effort to evade authorities, and a series of violent attacks -- including the killing of three Ecuadorean press workers -- suggests they are fortifying their presence in the border region. In response, authorities in Colombia and Ecuador have boosted security cooperation. The wounding of Guacho in a recent military operation suggests that security forces may be zeroing in on him and his network, which has already impacted criminal dynamics in this strategic region. Guaviare Department While south-central Guaviare department saw one of the biggest decreases in the number of hectares under coca cultivation in 2017, it hovers near Colombia's borders with Venezuela and Brazil, two extremely important places for cocaine shipments. With security forces occupied on the other side of the country, record cocaine production is helping the 1st Front dissidence grow stronger here due to the key trafficking routes it features. Brazil is the world's second largest consumer of cocaine and has long been used as a key shipping point for international drug shipments. Venezuela is also a fundamental transshipment point for drug shipments coming from Colombia, and the country's increasingly criminalized regime helps facilitate the safe passage of such shipments. With the 1st Front dissidence in control of coca cultivation in all of Guaviare and the surrounding area, the laboratories where coca paste is transformed into cocaine hydrochloride and two international trafficking routes, the network looks poised to continue expanding their criminal activities as cocaine continues to flow and security forces have their hands full elsewhere. Catatumbo Region Colombia's Catatumbo region near the border with Venezuela consists of 11 municipalities in Norte de Santander department, which, according to the UNODC, saw a 14 percent increase in the number of hectares under coca cultivation in 2017, and is currently at the heart of a brutal battle between the ELN and the Popular Liberation Army (Ejercito Popular de Liberacion - EPL) over control of drug trade interests formerly controlled by the FARC. However, the arrival of 1st Front dissidence leader Gener Garcia Molina, alias ""Jhon 40,"" to the region in an effort to organize a growing number of former FARC rebels from the 33rd Front that have picked up arms again threatens to throw the already volatile fight for control over the region's lucrative drug trade into further disarray. Bajo Cauca Region The Bajo Cauca region of northwest Antioquia department, where, according to the UNODC, the number of hectares under coca cultivation increased by 55 percent in 2017, has long been the site of criminal clashes due to its contraband routes and coca crops, among other illicit attractions. Today, the Urabenos -- formerly Colombia's most powerful criminal organization before being replaced by networks of FARC dissidents -- is battling it out against an ex-FARC mafia network of former fighters from the FARC's 36th Front that is aligned with a splinter group known as the Caparrapos for control over illicit economies. Aside from its criminal economies, Bajo Cauca is prized territory due to its proximity to the port city of Turbo on the coast of the Gulf of Uraba, a strategic launching point for drug shipments heading north that will grow increasingly important as cocaine continues to pour out of the country. *This article was written with assistance from InSight Crime's Colombian Organized Crime Observatory. Coca Colombia ELN Ex-FARC Mafia "	1	0	0	0	0	0	0
"Costa Rica Battles Illegal Logging Gangs. Authorities in Costa Rica have called attention to the problem of illicit logging in the country, underlining the country's significant role in the highly profitable global illegal timber trade. According to Luis Martinez, coordinator of the Prosecutor's Office on Agriculture and the Environment, the political and economic power of developers seeking to clear forest often allows them to ""find a way"" around tight regulations through falsified documents and corrupt officials, reported La Nacion. In 2012 the National System of Conservation Areas (Sinac) received over 2,200 complaints about illegal logging, of which 610 were processed by the courts. During that time, the Statistics Section of the Judiciary reported making 1,100 complaints to the Public Prosecutor, resulting in just 26 convictions, reported La Nacion. According to Gustavo Mata, deputy director of the Judicial Investigation Organization (OIJ), the logging is carried out by small groups with ""a capacity to move around in the mountains that authorities don't have."" Mata said these groups rely on a network of sawmills and transporters which process the lumber then feed it into the legitimate market. Illegal logging continues in Costa Rica in the context of successful government policies to reforest the country, which have seen the country's forest cover more than double since its record low in 1990, according to figures from the Ministry of Environment and Energy. The global illegal timber trade is estimated to be worth between $30 billion and $100 billion per year, and Latin America is one of its global hubs. An International Police Community (Interpol) operation targeting logging in the region led to the seizure of over $40 million of illegal timber in the first seven months of 2013, most of it coming from Costa Rica and Venezuela. As seen in Costa Rica -- one of the countries least tainted by corruption in the region -- the combination of abundant forests and official graft facilitates the illegal trade, with a report released in 2010 highlighting how poor pay and lack of resources corrupts many forestry regulators in the Central American nation. As well as being a major source for illegal timber, Costa Rica is also a hub for other illegal activities that take advantage of its natural environment, including animal trafficking , and shark finning , which was officially banned in 2012 ."	0	0	0	0	0	1	0
"Black Market Weapons Find New Routes to Mexico. Contralinea magazine details the routes by which guns are trafficked into Mexico, including the flow of arms from the U.S. directly to Guatemala, and then over Mexico's southern border. Because the recent spike in drug-related violence in Mexico has coincided with the 2004 expiration of the U.S. assault weapons ban, and because a significant portion of the weapons used in Mexican crimes have been traced to U.S. vendors, Mexican officials often accuse liberal U.S. gun laws of being a major obstacle to a safer Mexico. Indeed, President Felipe Calderon made precisely this point during a speech to U.S. Congress in 2010. U.S. officials have not denied that the problem exists. As InSight Crime noted, President Obama lamented his government's inability to make headway against the flow of arms traffic, calling the task ""impossible"" earlier this month. One Los Angeles official recently termed the southward arms flow between his city and Tijuana an ""ammo pipeline."" The anger over the ""Fast and Furious"" scandal, in which U.S. federal agents allowed weapons to cross the Mexican border in order to track their flow towards criminal groups, has furthered the image of a U.S. government careless about the impact the country's arms may have on Mexico. Several of the guns purchased under Fast and Furious were later used in crimes, including the murder of a U.S. Border Patrol official last December. However, the legacy of the Central American civil wars between the 1960s and 1980s, which flooded the region with small arms, has also contributed to the availability of lethal weapons in Mexico. There are* several recent examples of soldiers looting official arms caches and reselling them on the black market in nations like El Salvador. The following is a partial translation by InSight Crime of a recent report from Contralinea on the challenges of the illegal arms trade: With just one click on an Internet search engine, Francisco Sanchez has multiple options for the object of his interest: a Pietro Beretta 9 millimeter piece, offered at 10,500 pesos [roughly $775]. Sanchez wants to buy a semi-automatic weapon, which are only for use by the army, without requesting permission from the Secretariat of National Defense (Sedena), the only agency in Mexico that hands out licenses to carry arms. In short, he will acquire an illegal weapon. To buy it he doesn't need to go to a rough neighborhood, to a market like El Salado in Iztapalapa, or to a neighborhood like San Felipe de Jesus, in the Gustavo A. Madero*barrio (the largest in Latin America), two important areas for the black market for weapons. Nor does he have a contact with a friend of a friend of a police officer or soldier. To acquire a gun it's enough to sit down in front of a computer and, from the intimacy of your home, office, or any location, do a quick search to complete the transaction. Small arms are sold on hundreds of internet pages, with the deal agreed upon in chats, prices haggled over in computer messages or over cell phones. Since 2005, the Attorney General's office (PGR, for its initials in Spanish) recognized that*organized crime groups could acquire weaponry over the Internet. But today it's not just the criminals, but also civilians like Sanchez, who, overwhelmed by the growing insecurity and criminality gripping the country, see owning guns as a way to defend their life, their property, and their family. Even if citizens are purchase weapons for self-defense, the problem is that by buying them on the black market they feed the cycle of illegality, and increase the profits of the industry of death, says Edgardo Buscaglia, a UN adviser on issues of security and organized crime. International organizations estimate that some 20 million illegal weapons circulate in Mexican territory, in addition to the 5.5 million authorized by Sedena; that is, for every legal gun there are at least four illegal ones. The black market for guns in the country is increasingly open, ""almost unchecked,"" in the words of the secretary general of the Organization of American States, Jose Miguel Insulza. It has penetrated an ever-growing number of structures in society, not only in the criminal realm. For two decades, [Mexico's] southern border has been a port of entry for the weapons that feed the country's black market. There are 956 miles of border between Mexico and Guatemala, where it is enough to arrive to cities like Ciudad Hidalgo, Ciudad Cuauhtemoc, or in border towns like Corozal, Talisman or Carmen Xhan, cross the checkpoints and walk around Tecun Uman, La Mesilla, Peten, El Carmen and Gracias a Dios to be offered weapons. Salesmen in shacks, adobe huts, or in the middle of the street offer the old M-16s and Galils that the Central American civil wars left behind; or more modern weapons, like the M72 and AT4 (anti-tank rockets), RPG-7 rocket-launchers, or 37-millimeter MGL grenade-launchers, with tracers and armor-piercing capacity, sold by catalogue, and a one-week wait before delivery. The weapons arrive mostly from the United States, through air or maritime routes to Guatemala for distribution in Mexico, Central America, or South America. The advantage that this market offers is that purchases can be made without any middlemen, and that crossing is much easier than on the northern border. Weapons acquired in Guatemala to supply the black market in Mexico are transported using the ""hormiga"" method, among the belongings of those who cross the border between the two countries -- identified as one of the most porous in the world. Or, if they are large shipments, they are transported along the Suchiate River, or in secret compartments in vehicles that cross the border, or in collusion with immigration and customs officials. The Mexican government identifies four principal routes through which U.S. arms enter. The Pacific route, whose entry point is Tijuana, and passes though Mexicali, San Luis Rio Colorado, Nogales, Hermosillo, Culiacan, Tepic, Guadalajara, Lazaro Cardenas, Morelia, Chilpancingo y Oaxaca. The central route, which passes through Ciudad Juarez, Chihuahua, Durango, Guadalajara, and Morelia. Through the Gulf route, they come via Ciudad Acuna, Piedras Negras, Nuevo Laredo, Miguel Aleman, Reynosa, Matamoros, before moving on to Ciudad Victoria, Veracruz, and Tabasco or Oaxaca. And the southern route, in the border towns of Balancan, Ciudad Cuauhtemoc, Tapachula and Ciudad Hidalgo, and moving on to Tuxtla Gutierrez, and from there to Veracruz and Oaxaca. Magda Coss explains how the legal weapons that the government acquires become part of this market: ""Many of the weapons that comprise this black market are transfers from the government to supply their armed forces. The problem is that, owing to the corruption and the weakness of the institutions, much of the weaponry is diverted illegally and with premeditation, or through theft, to supply the black market. This is facilitated by the hidden identity of the ultimate user, and by the corruption of the officials and agents of the armed forces and national security."" The origin of the problem, Coss says, is that there is not ""adequate and transparent"" monitoring of legal transfers. In her book, ""Trafico de armas en Mexico,"" she reports that from 2000 to 2008, Sedena was notified of the robbery of 6,932 weapons from 40 state public security agencies and local prosecutors' offices, in addition to the Federal Police and the PGR. This figure represented 60 percent of the guns confiscated over the same period. "	0	0	0	0	0	0	1
"Bolivia Coca Growers Fight for Control of Legal Production. Violent tensions are flaring in Bolivia's capital between hostile factions of one of the country's coca growers' unions, escalating a long-simmering conflict for control of legal coca production in the Andean nation. The clashes broke out at the beginning of August between two sectors of the Departmental Association of Coca Producers of La Paz (Asociacion Departamental de Productores de Coca de La Paz -- Adepcoca) -- one group loyal to President Evo Morales, the other to jailed union boss Franklin Gutierrez. While the former group has staged elections for new union leaders, the latter continues to demand the release of Gutierrez and other jailed unionists, claiming that the elections were organized by government stooges to undermine the association. Gutierrez was arrested in August 2018 on charges he allegedly masterminded the murder of police officer Daynor Sandoval. Sandoval's death occurred when a group of coca growers reportedly ambushed members of a combined task force charged with eradicating illegal coca plantations in the community of La Asunta, located in Yungas province northeast of the capital La Paz. Since his arrest, Gutierrez has become a symbol of the growing conflict between Morales' government and the coca growers of Yungas. Tensions have spiraled since Bolivia's 2017 Coca Law extended legal coca cultivation for traditional use, ending Yungas' monopoly on legal production and authorizing previously illicit plantations in Morales' home province of Chapare. Simultaneously, the Morales government increased eradication activities in unauthorized growing areas, including 1,500 hectares in La Asunta. This sparked a furious response from Gutierrez and other leaders of Adepcoca, the coca growers' union covering Yungas province and La Paz. They insist that the distinction between ""authorized"" and ""unauthorized"" plantations does not correspond to the distinction between crops grown for licit and illicit purposes, and that communities such as La Asunta are being made scapegoats for Chapare's supplying of the cocaine industry. Nine members of Adepcoca are currently behind bars , accused of crimes such as attacks on authorities and possession of dynamite. Their followers hold frequent protests for the release of who they call political prisoners, claiming that they were arrested on trumped up charges to undermine opposition to the Coca Law. Since 2017, clashes between police and demonstrators opposed to the Coca Law have resulted in six deaths and 23 injuries, according to El Pais. The coca growers' conflict shines a spotlight on a regional divide that has shadowed President Morales' move to legalize traditional coca use in the country. The question at its heart: Is the Bolivian government genuine in its claims of "" coca yes, cocaine no ,"" or is it merely undermining traditional growers while permitting production that fuels the illegal market? The 2017 Coca Law brought the legal area of coca cultivation in the country up to 22,000 hectares -- 14,300 in Yungas and 7,700 in Chapare. According to a 2013 study, the legal coca market can be supplied by 14,700 hectares of coca, implying an excess of roughly 7,000 hectares. The 2017 coca cultivation survey produced by the United Nations Office on Drugs and Crime (UNODC) estimated the total area under coca cultivation in the country at 24,500 hectares, implying that up to 9,800 hectares are entering the illegal market. While Yungas is the region that has historically grown coca leaf that is chewed by Bolivia's indigenous communities, Chapare arose as an alternative production center in the 1980s, primarily growing coca as a base for cocaine. At first glance, the UNODC's figures seem to support Yungas' claims that Chapare is still primarily responsible for this illicit supply. Bolivia's overall coca production has been on the rise since 2016, reversing a five-year declining trend. Production rose 17 percent in Chapare from 2016 to 2017, and only one percent in Yungas. This brought Chapare to account for 34 percent of land in Bolivia under coca cultivation. Due to the higher productivity of Chapare's fields, the UNODC estimates that the region produced almost half the country's coca leaf. But its one authorized market accounted for only nine percent of sales. However, the UNODC also notes that Chapare's market is much less accessible than in Yungas, meaning that growers in Chapare are more inclined to sell their product directly to local distributors. This does not necessarily mean that it is used for non-traditional purposes. Although it still seems likely that more coca from Chapare enters the illegal market than from Yungas, Chapare also accounts for more eradication activities: 78 percent, next to Yungas' 18 percent, according to the UNODC. The available data makes it difficult to state with certainty whether government eradication policies unfairly target the Yungas growers. Furthermore, the current distribution of authorized growing areas was the product of extended negotiations in which the growers' unions of both provinces were involved. The irony, however, is that current forced eradication policies and violent battles with coca growers are starting to bear resemblance to the actions of the US Drug Enforcement Administration (DEA) in Bolivia in the 1980s and 1990s , which Morales fiercely opposed."	0	0	1	1	0	0	0
"Colombian Govt Cant Confirm Death of FARC Leader. Colombian authorities still cannot confirm that Pablo Benito Cabrera, alias ""Fabian Ramirez,"" a top commander of the FARC, died when the Colombian Air Force bombed his camp November 20. Colombian President Juan Manuel Santos told the press that the commander of the Revolutionary Armed Forces of Colombia's (FARC) Southern Bloc had ""apparently"" died after the bombing. Authorities gathered many of Cabrera's personal items including a diary (photo), but they have yet to find evidence of his body. Cabrera joined the FARC as teenager and rose through the ranks due to his military prowess and entrepreneurial skills. He is thought to have close ties to drug trafficking groups in Mexico, including the Juarez and Tijuana Cartels. "	0	0	0	1	0	0	0
"AMLO Jumping the Gun With Wild Claims About Mexico Security. Mexican President Andres Manuel Lopez Obrador hailed a massive improvement in his nation's security, but the gains he trumpeted have little real value. During a press conference on January 30, Lopez Obrador (known as ""AMLO"") announced that the prior day, Mexico had registered only 54 murders across the nation, a drop of nearly a third from the average of 80 murders a day. He presented this as a sign that his security policy, which deemphasizes militarized conflict with criminal groups, was already having a positive effect. In the same conference, he declared that there was no war against organized crime. However, it is impossible to base such analysis on a single day. Entire months have been statistical outliers in determining whether a security improvement has taken root. In April 2008 , murders in Juarez temporarily plummeted to less than 60 amid a robust military deployment. But within weeks, the level of violence rebounded to its prior level of hundreds per month, and the war for the border city continued unabated despite the troops patrolling the street. The current data indicates that Mexico remains as violent as it was under Lopez Obrador's predecessor, Enrique Pena Nieto. In December 2018, the first month with Lopez Obrador in the presidency, Mexico registered 2,916 murders. This figure, taken from the National Public Security System (SNSP, for its initials in Spanish), represents a 9 percent increase from the same month in 2017. It is also the most violent month Mexico has witnessed since the SNSP began compiling these figures in the 1990s. Deriving any conclusion about Mexico's public security on the basis of a single day is a fundamentally flawed approach. The administration's determination to lower the number of murders is laudable, but any data set will have outliers, and it is impossible to know if a day's results are part of a broader trend. The SNSP will not release its figures for January for several weeks, but there is little to suggest an instantaneous transformation. Though it is his responsibility, it is too early in Lopez Obrador's presidency to blame his policies for persistent bloodshed. But it is not too soon to expect him to address this issue with clarity and honesty, and his comments last week fall well short. AMLO's statement reflects two separate trends that have prevailed in his nascent presidency. The most obvious is that the president's policy statements often seem mostly guided by his desired outcomes rather than empirical analysis. It appears as if Lopez Obrador chose to believe that his new government has brought about a transformation in the nation's security, and he is willing to latch on to any piece of evidence, however specious, to make that argument. This reflex was also at play in Lopez Obrador's dismissal of reporting from Reforma, a Monterrey newspaper that is typically opposed to his administration, on the violence in December. Unfortunately, Lopez Obrador's preferred results do not appear to match developments, whether in security or energy. This governing style can be typical of populist leaders and Lopez Obrador is hardly the first to use such posturing. However, these stances, if not corrected, can become dangerous rather than just merely embarrassing. Second, the enduringly high murder rate highlights Mexico's long-term security problems. Lopez Obrador proposed a wide variety of fixes during the campaign, ranging from rhetorical shifts ( hugs instead of bullets , went one informal slogan) to institutional changes like the new National Guard. But stemming violence in Mexico does not lend itself to easy fixes, and Lopez Obrador's ideas have fallen short of a revolutionary departure from the policies of prior presidents. Any enduring improvement will be the product of a years-long evolution and coordination between federal, state and local authorities, not any rapid reversal from one week to the next. Lopez Obrador's willingness to indulge in the wild conjecture that he has engineered a sudden transformation is a sign that he has yet to appreciate the depth of the challenges he faces."	0	0	0	1	0	0	0
Drug Traffickers Upping Use of El Salvador Maritime Routes. Drug traffickers are reportedly increasing their use of maritime routes to carry cocaine through El Salvador, a sign that criminals continue to adapt in accordance with interdiction efforts. Starting in 2014, El Salvador began seeing a shift from land-based drug smuggling to maritime smuggling, the country's Anti-Narcotics Division Head Marco Tulio Lima told El Salvador.com. Lima attributed this to increased drug detection capabilities at border crossings, such as X-ray machines, and to El Salvador's limited control over its surrounding waters. While most ships carrying large drug shipments travel 250 to 450 nautical miles off the coast, Salvadoran authorities are only able to patrol roughly 20 nautical miles off the coast. Despite these limitations, between February and April authorities seized a total of 1,069 kilos of cocaine off of small boats, and captured numerous local and foreign drug traffickers, Lima said. In the isthmus, illegal drugs have long moved mostly via the sea. According to El Salvador officials, 89 percent of drugs reaching the United States and Canada travel through maritime routes. A recent book on the subject entitled Mares de Cocaina (Seas of Cocaine) echoes the claim, and a section of the United Nations Office on Drugs and Crime's latest report also highlights the importance of maritime drug trafficking. This tendency may increase in the near future. With more radar and air interdiction capabilities , flying drugs through Central America is becoming harder. Meanwhile land shipments may be getting easier to detect, as Lima suggested. Additionally, carrying drugs over land generally requires the involvement of other criminal groups, which also increases the cost of smuggling and the chances of betrayal. What's more, authorities have always had a hard time policing the sea. Large-scale maritime interdiction efforts, including ongoing programs like the United States-led Operation Martillo , have failed to stem the tide. Despite the uptick, do not expect El Salvador to become a drug trafficking haven like some of its neighbors. With high population density and a short coastline, El Salvador remains a poor-man's hub when it comes to drug trafficking.	1	0	0	0	0	0	0
